Date,Region,"New Cases","Total Cases","Confirmed Cases","Active Cases","Inpatient Hospitalizations","ICU Hospitalizations","Recovered Cases",Deaths,"Age 19 and Under","Age 20 to 39","Ages 40 to 59","Age 60 to 79","Age 80+"
2020/09/03,"South (excluding Regina)",1,424,424,8,0,0,410,6,,,,,
2020/09/03,Regina,0,135,135,0,0,0,134,1,,,,,
2020/09/03,Total,10,1634,1634,36,1,1,1574,24,275,525,499,277,58
2020/09/04,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/04,North,1,244,244,5,0,0,233,6,,,,,
2020/09/04,"Central (excluding Saskatoon)",1,177,177,6,0,0,169,2,,,,,
2020/09/04,Saskatoon,0,307,307,14,2,1,291,2,,,,,
2020/09/04,"South (excluding Regina)",2,426,426,10,0,0,410,6,,,,,
2020/09/04,Regina,0,135,135,0,0,0,134,1,,,,,
2020/09/04,Total,4,1638,1638,36,2,1,1578,24,275,526,501,278,58
2020/09/05,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/05,North,0,244,244,5,0,0,233,6,,,,,
2020/09/05,"Central (excluding Saskatoon)",0,177,177,6,0,0,169,2,,,,,
2020/09/05,Saskatoon,3,310,310,16,1,1,292,2,,,,,
2020/09/05,"South (excluding Regina)",2,428,428,12,0,0,410,6,,,,,
2020/09/05,Regina,0,135,135,0,0,0,134,1,,,,,
2020/09/05,Total,5,1643,1643,40,1,1,1579,24,276,529,501,279,58
2020/09/06,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/06,North,2,246,246,7,0,0,233,6,,,,,
2020/09/06,"Central (excluding Saskatoon)",1,178,178,7,0,0,169,2,,,,,
2020/09/06,Saskatoon,3,313,313,19,0,1,292,2,,,,,
2020/09/06,"South (excluding Regina)",1,429,429,13,0,0,410,6,,,,,
2020/09/06,Regina,1,136,136,1,0,0,134,1,,,,,
2020/09/06,Total,8,1651,1651,48,0,1,1579,24,276,535,502,280,58
2020/09/07,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/07,North,2,248,248,9,0,0,233,6,,,,,
2020/09/07,"Central (excluding Saskatoon)",3,181,181,10,0,0,169,2,,,,,
2020/09/07,Saskatoon,2,315,315,21,0,1,292,2,,,,,
2020/09/07,"South (excluding Regina)",3,432,432,15,0,0,411,6,,,,,
2020/09/07,Regina,0,136,136,1,0,0,134,1,,,,,
2020/09/07,Total,11,1662,1662,58,0,1,1580,24,278,540,505,281,58
2020/09/08,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/08,North,2,250,250,11,0,0,233,6,,,,,
2020/09/08,"Central (excluding Saskatoon)",0,181,181,10,0,0,169,2,,,,,
2020/09/08,Saskatoon,1,316,316,15,0,1,299,2,,,,,
2020/09/08,"South (excluding Regina)",1,433,433,16,0,0,411,6,,,,,
2020/09/08,Regina,3,139,139,4,0,0,134,1,,,,,
2020/09/08,Total,7,1669,1669,58,0,1,1587,24,280,542,506,283,58
2020/09/09,"Far North",0,349,349,1,0,0,341,7,,,,,
2020/09/09,North,0,250,250,11,0,0,233,6,,,,,
2020/09/09,"Central (excluding Saskatoon)",0,181,181,10,0,0,169,2,,,,,
2020/09/09,Saskatoon,1,317,317,16,0,1,299,2,,,,,
2020/09/09,"South (excluding Regina)",0,433,433,16,0,0,411,6,,,,,
2020/09/09,Regina,0,140,140,5,0,0,134,1,,,,,
2020/09/09,Total,1,1670,1670,59,0,1,1587,24,280,542,507,283,58
2020/09/10,"Far North",1,350,349,2,0,0,341,7,,,,,
2020/09/10,North,0,250,250,10,0,0,234,6,,,,,
2020/09/10,"Central (excluding Saskatoon)",2,183,181,11,0,0,170,2,,,,,
2020/09/10,Saskatoon,1,318,317,16,1,0,300,2,,,,,
2020/09/10,"South (excluding Regina)",0,433,433,13,0,0,414,6,,,,,
2020/09/10,Regina,1,141,140,6,0,0,134,1,,,,,
2020/09/10,Total,6,1676,1676,59,1,0,1593,24,280,542,511,285,58
2020/09/11,"Far North",1,351,351,2,0,0,342,7,,,,,
2020/09/11,North,0,250,250,10,0,0,234,6,,,,,
2020/09/11,"Central (excluding Saskatoon)",7,190,190,18,0,0,170,2,,,,,
2020/09/11,Saskatoon,4,322,322,20,2,0,300,2,,,,,
2020/09/11,"South (excluding Regina)",0,433,433,9,0,0,418,6,,,,,
2020/09/11,Regina,1,142,142,7,0,0,134,1,,,,,
2020/09/11,Total,13,1688,1688,66,2,0,1598,24,281,548,515,286,58
2020/09/12,"Far North",0,351,351,2,0,0,342,7,,,,,
2020/09/12,North,0,250,250,9,0,0,235,6,,,,,
2020/09/12,"Central (excluding Saskatoon)",14,204,204,31,0,0,171,2,,,,,
2020/09/12,Saskatoon,5,327,327,24,2,0,301,2,,,,,
2020/09/12,"South (excluding Regina)",2,435,435,10,0,0,419,6,,,,,
2020/09/12,Regina,0,142,142,7,0,0,134,1,,,,,
2020/09/12,Total,21,1709,1709,83,2,0,1602,24,283,560,519,289,58
